Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Company_Profit,Product_Price_y,Product_Price,Recency,Purchase_Frequency,Total_Spending,Product_Name_CustomerScope Insights,Product_Name_DashSync Analytics Hub,Product_Name_DataBridge Integration Tool,Product_Name_EcoNomix Modeler,Product_Name_FinPredictor Suite,Product_Name_FinSphere Intelligence Suite,Product_Name_ForecastXcelerator ,Product_Name_InsightMax Insights Platform,Product_Name_MarketMinder Analytics,Product_Name_NexGen Segmentator,Product_Name_OptiFlow Automation,Product_Name_Product 9,Product_Name_RealTime Revenue,Product_Name_RevenueVue Dashboard,Product_Name_SalesSync Optimizer,Product_Name_SegmentX Targeting,Product_Name_TrendWise Forecaster,Company_Name_Dynamic  Ventures  73,Company_Name_Dynamic Enterprises 21,Company_Name_Dynamic Solutions 17,Company_Name_Dynamic Solutions 7,Company_Name_Dynamic Ventures 11,Company_Name_Dynamic Ventures 46,Company_Name_Elite  Associates  59,Company_Name_Elite  Ventures  5,Company_Name_Elite Consulting 88,Company_Name_Elite Corp 27,Company_Name_Elite Enterprises 81,Company_Name_Global  Corp  48,Company_Name_Global  Holdings  51,Company_Name_Global  Partners  2,Company_Name_Global Corp 72,Company_Name_Global Enterprises 9,Company_Name_Global Partners 53,Company_Name_Global Solutions 100,Company_Name_Global Solutions 61,Company_Name_Global Solutions 69,Company_Name_Global Solutions 89,Company_Name_Global Ventures 60,Company_Name_Green  Consulting  33,Company_Name_Green  Corp  16,Company_Name_Green  Industries  47,Company_Name_Green  Partners  80,Company_Name_Green  Solutions  84,Company_Name_Green Holdings 25,Company_Name_Green Industries 75,Company_Name_Green Network 95,Company_Name_Green Ventures 85,Company_Name_Innovative  Corp  92,Company_Name_Innovative  Solutions  68,Company_Name_Innovative Consulting 19,Company_Name_Innovative Enterprises 15,Company_Name_Innovative Holdings 55,Company_Name_Innovative Holdings 93,Company_Name_Innovative Network 54,Company_Name_Innovative Partners 78,Company_Name_Pioneer  Ent.s  56,Company_Name_Pioneer Associates 94,Company_Name_Pioneer Consulting 20,Company_Name_Pioneer Corp 34,Company_Name_Pioneer Corp 57,Company_Name_Pioneer Network 10,Company_Name_Pioneer Solutions 86,Company_Name_Pioneer Ventures 98,Company_Name_Prime  Consulting  32,Company_Name_Prime  Consulting  39,Company_Name_Prime Associates 71,Company_Name_Prime Consulting 77,Company_Name_Prime Corp 23,Company_Name_Prime Holdings 37,Company_Name_Prime Holdings 90,Company_Name_Prime Industries 45,Company_Name_Prime Industries 82,Company_Name_Prime Network 4,Company_Name_Prime Network 70,Company_Name_Quantum  Enterprises  13,Company_Name_Quantum Associates 3,Company_Name_Quantum Associates 67,Company_Name_Quantum Holdings 30,Company_Name_Quantum Holdings 97,Company_Name_Quantum Network 12,Company_Name_Quantum Network 43,Company_Name_Quantum Solutions 62,Company_Name_Sky  Holdings  42,Company_Name_Sky  Industries  29,Company_Name_Sky Associates 50,Company_Name_Sky Consulting 31,Company_Name_Sky Consulting 64,Company_Name_Sky Ent.s 22,Company_Name_Sky Ent.s 66,Company_Name_Sky Network 38,Company_Name_Sky Partners 41,Company_Name_Sky Ventures 79,Company_Name_Tech  Enterprises  1,Company_Name_Tech  Enterprises  83,Company_Name_Tech  Network  35,Company_Name_Tech  Solutions  24,Company_Name_Tech  Solutions  44,Company_Name_Tech  Ventures  87,Company_Name_Tech Associates 26,Company_Name_Tech Associates 65,Company_Name_Tech Corp 63,Company_Name_Tech Holdings 49,Company_Name_Tech Industries 91,Company_Name_Tech Ventures 58,Company_Name_Tech Ventures 76,Company_Name_Unknown,"Address_Alabang-Zapote Rd, Barangay 456, Baguio, Philippines","Address_Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines","Address_Alabang-Zapote Rd, Barangay 456, Manila, Philippines","Address_Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines","Address_Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines","Address_Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines","Address_Alabang-Zapote Rd, Barangay 789, Baguio, Philippines","Address_Alabang-Zapote Rd, Barangay 789, Pasig, Philippines","Address_Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines","Address_Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines","Address_Alabang-zapote rd, barangay 606, pasig, philippines","Address_Ayala Avenue, Barangay 101, Makati, Philippines","Address_Ayala Avenue, Barangay 404, Pasig, Philippines","Address_Ayala Avenue, Barangay 456, Mandaluyong, Philippines","Address_Ayala Avenue, Barangay 505, Quezon City, Philippines","Address_Ayala Avenue, Brgy. 101, Baguio, Philippines","Address_Ayala Avenue, Brgy. 707, Baguio, Philippines","Address_Ayala avenue, barangay 101, taguig, philippines","Address_Ayala avenue, barangay 456, taguig, philippines","Address_Ayala avenue, brgy. 404, baguio, philippines","Address_Commonwealth Ave, Barangay 202, Cebu City, Philippines","Address_Commonwealth Ave, Barangay 202, Makati, Philippines","Address_Commonwealth Ave, Barangay 202, Manila, Philippines","Address_Commonwealth Ave, Barangay 303, Pasig, Philippines","Address_Commonwealth Ave, Barangay 707, Pasig, Philippines","Address_Commonwealth Ave, Barangay 789, Taguig, Philippines","Address_Commonwealth Ave, Brgy. 202, Cebu City, Philippines!","Address_Commonwealth ave, barangay 123, parañaque, philippines","Address_EDSA, Barangay 202, Parañaque, Philippines","Address_EDSA, Barangay 303, Cebu City, Philippines","Address_EDSA, Barangay 404, Davao City, Philippines","Address_EDSA, Barangay 404, Taguig, Philippines","Address_EDSA, Barangay 456, Taguig, Philippines","Address_EDSA, Barangay 606, Pasig, Philippines","Address_EDSA, Barangay 707, Cebu City, Philippines","Address_EDSA, Barangay 789, Davao City, Philippines","Address_EDSA, Barangay 789, Manila, Philippines","Address_EDSA, Barangay 789, Pasig, Philippines","Address_EDSA, Brgy. 303, Parañaque, Philippines","Address_Edsa, barangay 303, quezon city, philippines","Address_Edsa, brgy. 606, makati, philippines!","Address_Katipunan Ave, Barangay 101, Mandaluyong, Philippines","Address_Katipunan Ave, Barangay 123, Mandaluyong, Philippines","Address_Katipunan Ave, Barangay 303, Taguig, Philippines","Address_Katipunan Ave, Barangay 456, Mandaluyong, Philippines","Address_Katipunan ave, barangay 101, cebu city, philippines","Address_Katipunan ave, barangay 101, parañaque, philippines","Address_Katipunan ave, barangay 101, taguig, philippines","Address_Katipunan ave, barangay 456, parañaque, philippines","Address_Ortigas Ave, Barangay 202, Mandaluyong, Philippines","Address_Ortigas Ave, Barangay 202, Quezon City, Philippines","Address_Ortigas Ave, Barangay 404, Cebu City, Philippines","Address_Ortigas Ave, Barangay 606, Davao City, Philippines","Address_Ortigas Ave, Barangay 606, Pasig, Philippines","Address_Ortigas Ave, Barangay 707, Davao City, Philippines","Address_Ortigas ave, barangay 202, cebu city, philippines","Address_Ortigas ave, barangay 404, parañaque, philippines","Address_Ortigas ave, barangay 707, makati, philippines","Address_Ortigas ave, barangay 789, parañaque, philippines","Address_Roxas Blvd, Barangay 123, Pasig, Philippines","Address_Roxas Blvd, Barangay 123, Taguig, Philippines","Address_Roxas Blvd, Barangay 404, Mandaluyong, Philippines","Address_Roxas Blvd, Barangay 456, Taguig, Philippines","Address_Roxas Blvd, Barangay 505, Pasig, Philippines","Address_Roxas Blvd, Brgy. 123, Davao City, Philippines","Address_Roxas Blvd, Brgy. 505, Pasig, Philippines","Address_Roxas blvd, barangay 505, quezon city, philippines","Address_SLEX, Barangay 202, Parañaque, Philippines","Address_SLEX, Barangay 202, Pasig, Philippines","Address_SLEX, Barangay 456, Taguig, Philippines","Address_SLEX, Barangay 789, Pasig, Philippines!","Address_SLEX, Brgy. 606, Pasig, Philippines","Address_Shaw Blvd, Barangay 202, Manila, Philippines","Address_Shaw Blvd, Barangay 505, Pasig, Philippines","Address_Shaw Blvd, Barangay 707, Baguio, Philippines!","Address_Shaw Blvd, Barangay 707, Taguig, Philippines!","Address_Shaw blvd, barangay 707, mandaluyong, philippines!","Address_Slex, barangay 123, pasig, philippines","Address_Slex, barangay 404, taguig, philippines","Address_Slex, barangay 505, manila, philippines","Address_Taft Ave, Barangay 123, Manila, Philippines!","Address_Taft Ave, Barangay 456, Cebu City, Philippines","Address_Taft Ave, Barangay 606, Makati, Philippines!","Address_Taft Ave, Barangay 707, Mandaluyong, Philippines","Address_Taft ave, barangay 202, baguio, philippines","Address_Taft ave, brgy. 456, manila, philippines",Address_Unknown,Purchase_Likelihood
6.0,80.0,11.0,4.0,2021-07-12,160658.67535045007,627200.0,111227.0,"?156,800",156800.0,1204,19,25508000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
24.0,70.0,1.0,19.0,2021-05-03,145162.09735915158,2660000.0,62252.0,"?140,000",140000.0,1274,11,20294400.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
38.0,67.0,2.0,13.0,2024-08-05,184039.0226478925,2016000.0,74653.0,"?168,000",168000.0,84,16,17612000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
39.0,20.0,1.0,12.0,2024-05-22,148830.09486159886,1820000.0,112720.0,"?140,000",140000.0,159,14,19415200.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
43.0,91.0,6.0,13.0,2022-10-31,187921.9707563237,2150400.0,117123.0,"?179,200",179200.0,728,12,18317600.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
45.0,36.0,9.0,10.0,2024-08-26,116233.10484205802,1008000.0,0.0,"?112,000",112000.0,63,10,11642400.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
47.0,50.0,18.0,11.0,2024-03-14,141498.8995613937,1478400.0,32118.0,"?134,400",134400.0,228,18,33712000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
58.0,28.0,2.0,16.0,2024-09-09,184595.10426175897,2688000.0,0.0,"?168,000",168000.0,49,12,20652800.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
62.0,30.0,2.0,7.0,2024-01-01,154604.60558444785,1008000.0,35620.0,"?168,000",168000.0,301,14,23408000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
65.0,5.0,2.0,3.0,2022-12-21,170103.4952340756,504000.0,69427.0,"?168,000",168000.0,677,5,6294400.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
